Product_Code,Purchased
6009606000616,21
6001024999787,9
6001052010171,37
6007421000095,18
6009522300098,35
6001565009037,27
6001068586806,23
6009880593095,20
6009001015802,28
6001087005800,24
6001085120946,34
6001067066613,27
6001374051258,31
6009700135092,32
6001298070052,8
6001106224370,0
6001106102951,5
6005088000472,8
6001509500026,1
6001016400000,45
6001374041921,44
6001206413728,10
600130601550,23
5050083485039,26
6001275003653,33
6003977000190,6
6001156905106,36
52126235,18
12345,16
60050435,17
6161107792107,30
6008104000432,8
6161100602267,43
6007497100798,3
0612520312091,6
6002854000124,11
6009642450208,19
6009880918096,7
6009606000616,11
6001024999787,27
6001052010171,17
6007421000095,40
6009522300098,18
6001565009037,18
6001068586806,28
6009880593095,43
6009001015802,18
6001087005800,40
6001085120946,15
6001067066613,15
6001374051258,10
6009700135092,34
6001298070052,3
6001106224370,37
6001106102951,0
6005088000472,7
6001509500026,47
6001016400000,47
6001374041921,33
6001206413728,6
600130601550,28
5050083485039,1
6001275003653,4
6003977000190,11
6001156905106,18
52126235,11
12345,17
60050435,42
6161107792107,28
6008104000432,4
6161100602267,26
6007497100798,39
0612520312091,27
6002854000124,45
6009642450208,45
6009880918096,38
6009606000616,16
6001024999787,24
6001052010171,11
6007421000095,24
6009522300098,26
6001565009037,0
6001068586806,40
6009880593095,24
6009001015802,31
6001087005800,39
6001085120946,42
6001067066613,30
6001374051258,33
6009700135092,21
6001298070052,41
6001106224370,39
6001106102951,20
6005088000472,38
6001509500026,23
6001016400000,42
6001374041921,27
6001206413728,11
600130601550,40
5050083485039,38
6001275003653,32
6003977000190,42
6001156905106,9
52126235,13
12345,44
60050435,16
6161107792107,4
6008104000432,33
6161100602267,3
6007497100798,40
0612520312091,3
6002854000124,11
6009642450208,15
6009880918096,11
6009606000616,18
6001024999787,16
6001052010171,18
6007421000095,34
6009522300098,20
6001565009037,45
6001068586806,17
6009880593095,3
6009001015802,33
6001087005800,17
6001085120946,21
6001067066613,2
6001374051258,18
6009700135092,31
6001298070052,37
6001106224370,3
6001106102951,11
6005088000472,43
6001509500026,29
6001016400000,41
6001374041921,22
6001206413728,46
600130601550,47
5050083485039,19
6001275003653,40
6003977000190,11
6001156905106,34
52126235,47
12345,23
60050435,42
6161107792107,41
6008104000432,39
6161100602267,1
6007497100798,21
0612520312091,25
6002854000124,8
6009642450208,13
6009880918096,40
6009606000616,11
6001024999787,27
6001052010171,6
6007421000095,11
6009522300098,39
6001565009037,5
6001068586806,6
6009880593095,6
6009001015802,20
6001087005800,42
6001085120946,17
6001067066613,35
6001374051258,24
6009700135092,29
6001298070052,14
6001106224370,28
6001106102951,26
6005088000472,1
6001509500026,19
6001016400000,34
6001374041921,5
6001206413728,3
600130601550,33
5050083485039,24
6001275003653,17
6003977000190,29
6001156905106,20
52126235,6
12345,12
60050435,21
6161107792107,18
6008104000432,32
6161100602267,2
6007497100798,21
0612520312091,9
6002854000124,13
6009642450208,35
6009880918096,11
6009606000616,36
6001024999787,21
6001052010171,39
6007421000095,45
6009522300098,16
6001565009037,24
6001068586806,20
6009880593095,25
6009001015802,45
6001087005800,41
6001085120946,44
6001067066613,25
6001374051258,26
6009700135092,16
6001298070052,18
6001106224370,18
6001106102951,43
6005088000472,25
6001509500026,42
6001016400000,36
6001374041921,11
6001206413728,39
600130601550,22
5050083485039,5
6001275003653,25
6003977000190,15
6001156905106,38
52126235,26
12345,19
60050435,10
6161107792107,27
6008104000432,41
6161100602267,2
6007497100798,23
0612520312091,5
6002854000124,20
6009642450208,45
6009880918096,23
6009606000616,28
6001024999787,18
6001052010171,35
6007421000095,31
6009522300098,21
6001565009037,0
6001068586806,31
6009880593095,9
6009001015802,28
6001087005800,17
6001085120946,4
6001067066613,31
6001374051258,40
6009700135092,45
6001298070052,40
6001106224370,7
6001106102951,41
6005088000472,26
6001509500026,27
6001016400000,3
6001374041921,39
6001206413728,47
600130601550,41
5050083485039,30
6001275003653,37
6003977000190,40
6001156905106,30
52126235,38
12345,4
60050435,37
6161107792107,5
6008104000432,22
6161100602267,22
6007497100798,47
0612520312091,29
6002854000124,11
6009642450208,34
6009880918096,28
6009606000616,47
6001024999787,26
6001052010171,45
6007421000095,33
6009522300098,25
6001565009037,24
6001068586806,12
6009880593095,32
6009001015802,25
6001087005800,19
6001085120946,27
6001067066613,38
6001374051258,47
6009700135092,17
6001298070052,12
6001106224370,43
6001106102951,41
6005088000472,33
6001509500026,41
6001016400000,12
6001374041921,44
6001206413728,44
600130601550,4
5050083485039,30
6001275003653,11
6003977000190,23
6001156905106,36
52126235,8
12345,5
60050435,23
6161107792107,10
6008104000432,24
6161100602267,12
6007497100798,9
0612520312091,24
6002854000124,47
6009642450208,24
6009880918096,43
6009606000616,28
6001024999787,39
6001052010171,0
6007421000095,16
6009522300098,24
6001565009037,31
6001068586806,1
6009880593095,28
6009001015802,23
6001087005800,21
6001085120946,45
6001067066613,22
6001374051258,5
6009700135092,5
6001298070052,41
6001106224370,1
6001106102951,1
6005088000472,17
6001509500026,14
6001016400000,9
6001374041921,42
6001206413728,10
600130601550,47
5050083485039,27
6001275003653,14
6003977000190,35
6001156905106,41
52126235,27
12345,33
60050435,19
6161107792107,39
6008104000432,25
6161100602267,1
6007497100798,13
0612520312091,23
6002854000124,19
6009642450208,4
6009880918096,3
6009606000616,21
6001024999787,7
6001052010171,41
6007421000095,24
6009522300098,39
6001565009037,41
6001068586806,40
6009880593095,12
6009001015802,8
6001087005800,15
6001085120946,28
6001067066613,46
6001374051258,28
6009700135092,15
6001298070052,36
6001106224370,22
6001106102951,8
6005088000472,34
6001509500026,6
6001016400000,0
6001374041921,7
6001206413728,32
600130601550,25
5050083485039,18
6001275003653,25
6003977000190,3
6001156905106,19
52126235,19
12345,47
60050435,27
6161107792107,33
6008104000432,19
6161100602267,30
6007497100798,33
0612520312091,39
6002854000124,47
6009642450208,13
6009880918096,29
6009606000616,22
6001024999787,19
6001052010171,25
6007421000095,44
6009522300098,17
6001565009037,39
6001068586806,33
6009880593095,24
6009001015802,1
6001087005800,45
6001085120946,26
6001067066613,2
6001374051258,33
6009700135092,29
6001298070052,11
6001106224370,15
6001106102951,1
6005088000472,2
6001509500026,47
6001016400000,4
6001374041921,23
6001206413728,33
600130601550,17
5050083485039,2
6001275003653,17
6003977000190,35
6001156905106,27
52126235,33
12345,3
60050435,19
6161107792107,47
6008104000432,0
6161100602267,47
6007497100798,31
0612520312091,23
6002854000124,3
6009642450208,23
6009880918096,29
6009606000616,6
6001024999787,3
6001052010171,37
6007421000095,10
6009522300098,25
6001565009037,43
6001068586806,16
6009880593095,17
6009001015802,27
6001087005800,23
6001085120946,0
6001067066613,22
6001374051258,35
6009700135092,44
6001298070052,19
6001106224370,35
6001106102951,25
6005088000472,35
6001509500026,35
6001016400000,38
6001374041921,5
6001206413728,43
600130601550,19
5050083485039,34
6001275003653,41
6003977000190,42
6001156905106,28
52126235,47
12345,4
60050435,27
6161107792107,19
6008104000432,0
6161100602267,3
6007497100798,0
0612520312091,11
6002854000124,36
6009642450208,8
6009880918096,11
6009606000616,45
6001024999787,18
6001052010171,39
6007421000095,22
6009522300098,2
6001565009037,46
6001068586806,43
6009880593095,19
6009001015802,46
6001087005800,19
6001085120946,10
6001067066613,19
6001374051258,11
6009700135092,42
6001298070052,21
6001106224370,2
6001106102951,21
6005088000472,13
6001509500026,24
6001016400000,43
6001374041921,21
6001206413728,7
600130601550,21
5050083485039,21
6001275003653,22
6003977000190,22
6001156905106,36
52126235,33
12345,26
60050435,14
6161107792107,40
6008104000432,22
6161100602267,11
6007497100798,16
0612520312091,19
6002854000124,3
6009642450208,42
6009880918096,2
6009606000616,47
6001024999787,20
6001052010171,13
6007421000095,20
6009522300098,38
6001565009037,24
6001068586806,2
6009880593095,26
6009001015802,37
6001087005800,38
6001085120946,28
6001067066613,35
6001374051258,19
6009700135092,16
6001298070052,47
6001106224370,25
6001106102951,15
6005088000472,28
6001509500026,37
6001016400000,25
6001374041921,10
6001206413728,5
600130601550,2
5050083485039,30
6001275003653,3
6003977000190,8
6001156905106,8
52126235,16
12345,0
60050435,40
6161107792107,45
6008104000432,33
6161100602267,16
6007497100798,42
0612520312091,28
6002854000124,46
6009642450208,19
6009880918096,45
6009606000616,5
6001024999787,14
6001052010171,36
6007421000095,13
6009522300098,23
6001565009037,38
6001068586806,5
6009880593095,38
6009001015802,13
6001087005800,26
6001085120946,16
6001067066613,47
6001374051258,14
6009700135092,3
6001298070052,41
6001106224370,35
6001106102951,6
6005088000472,34
6001509500026,22
6001016400000,31
6001374041921,32
6001206413728,4
600130601550,14
5050083485039,19
6001275003653,17
6003977000190,31
6001156905106,5
52126235,26
12345,23
60050435,7
6161107792107,24
6008104000432,30
6161100602267,16
6007497100798,15
0612520312091,7
6002854000124,38
6009642450208,9
6009880918096,32
6009606000616,13
6001024999787,17
6001052010171,2
6007421000095,7
6009522300098,15
6001565009037,44
6001068586806,9
6009880593095,37
6009001015802,21
6001087005800,17
6001085120946,47
6001067066613,12
6001374051258,42
6009700135092,20
6001298070052,28
6001106224370,44
6001106102951,44
6005088000472,15
6001509500026,29
6001016400000,32
6001374041921,20
6001206413728,18
600130601550,47
5050083485039,19
6001275003653,22
6003977000190,43
6001156905106,35
52126235,42
12345,7
60050435,16
6161107792107,20
6008104000432,12
6161100602267,22
6007497100798,6
0612520312091,15
6002854000124,33
6009642450208,25
6009880918096,40
6009606000616,38
6001024999787,47
6001052010171,34
6007421000095,9
6009522300098,26
6001565009037,37
6001068586806,14
6009880593095,3
6009001015802,1
6001087005800,45
6001085120946,36
6001067066613,24
6001374051258,24
6009700135092,34
6001298070052,14
6001106224370,21
6001106102951,22
6005088000472,25
6001509500026,8
6001016400000,3
6001374041921,24
6001206413728,2
600130601550,42
5050083485039,41
6001275003653,23
6003977000190,25
6001156905106,33
52126235,22
12345,24
60050435,17
6161107792107,4
6008104000432,11
6161100602267,41
6007497100798,21
0612520312091,32
6002854000124,13
6009642450208,10
6009880918096,26
6009606000616,41
6001024999787,38
6001052010171,3
6007421000095,32
6009522300098,47
6001565009037,5
6001068586806,21
6009880593095,14
6009001015802,9
6001087005800,37
6001085120946,47
6001067066613,34
6001374051258,2
6009700135092,41
6001298070052,34
6001106224370,8
6001106102951,45
6005088000472,37
6001509500026,3
6001016400000,31
6001374041921,42
6001206413728,3
600130601550,29
5050083485039,32
6001275003653,16
6003977000190,12
6001156905106,23
52126235,46
12345,21
60050435,39
6161107792107,3
6008104000432,24
6161100602267,43
6007497100798,43
0612520312091,24
6002854000124,11
6009642450208,25
6009880918096,45
6009606000616,30
6001024999787,27
6001052010171,17
6007421000095,21
6009522300098,45
6001565009037,39
6001068586806,8
6009880593095,45
6009001015802,5
6001087005800,8
6001085120946,42
6001067066613,16
6001374051258,6
6009700135092,45
6001298070052,0
6001106224370,17
6001106102951,7
6005088000472,44
6001509500026,9
6001016400000,16
6001374041921,29
6001206413728,1
600130601550,19
5050083485039,21
6001275003653,14
6003977000190,30
6001156905106,40
52126235,16
12345,44
60050435,7
6161107792107,45
6008104000432,6
6161100602267,35
6007497100798,12
0612520312091,30
6002854000124,40
6009642450208,39
6009880918096,2
6009606000616,23
6001024999787,38
6001052010171,25
6007421000095,0
6009522300098,2
6001565009037,39
6001068586806,22
6009880593095,35
6009001015802,42
6001087005800,11
6001085120946,31
6001067066613,15
6001374051258,28
6009700135092,26
6001298070052,14
6001106224370,5
6001106102951,20
6005088000472,5
6001509500026,10
6001016400000,42
6001374041921,10
6001206413728,47
600130601550,47
5050083485039,36
6001275003653,30
6003977000190,28
6001156905106,3
52126235,43
12345,4
60050435,20
6161107792107,0
6008104000432,23
6161100602267,40
6007497100798,12
0612520312091,41
6002854000124,8
6009642450208,28
6009880918096,38
6009606000616,0
6001024999787,40
6001052010171,16
6007421000095,45
6009522300098,15
6001565009037,17
6001068586806,23
6009880593095,34
6009001015802,30
6001087005800,18
6001085120946,41
6001067066613,37
6001374051258,20
6009700135092,46
6001298070052,20
6001106224370,19
6001106102951,11
6005088000472,28
6001509500026,12
6001016400000,38
6001374041921,10
6001206413728,3
600130601550,46
5050083485039,15
6001275003653,33
6003977000190,31
6001156905106,20
52126235,22
12345,44
